tweet_id,favorites,retweets,user_followers,user_favourites,date_time
885518971528720385,18067,3131,9243705,147113,2017-07-13 15:19:09
885311592912609280,0,15524,9243705,147113,2017-07-13 01:35:06
885167619883638784,19305,3682,9243705,147113,2017-07-12 16:03:00
884925521741709313,67507,15116,9243705,147113,2017-07-12 00:01:00
884876753390489601,24462,4699,9243705,147113,2017-07-11 20:47:12
884562892145688576,21378,3936,9243705,147113,2017-07-11 00:00:02
884441805382717440,23945,4818,9243705,147113,2017-07-10 15:58:53
884247878851493888,63543,16987,9243705,147113,2017-07-10 03:08:17
884162670584377345,17998,2515,9243705,147113,2017-07-09 21:29:42
883838122936631299,19236,2876,9243705,147113,2017-07-09 00:00:04
883482846933004288,40316,8312,9243705,147113,2017-07-08 00:28:19
883360690899218434,20001,3098,9243705,147113,2017-07-07 16:22:55
883117836046086144,32614,5562,9243705,147113,2017-07-07 00:17:54
882992080364220416,21046,3255,9243705,147113,2017-07-06 15:58:11
882762694511734784,24861,4113,9243705,147113,2017-07-06 00:46:41
882627270321602560,24666,5096,9243705,147113,2017-07-05 15:48:34
882268110199369728,39305,9698,9243705,147113,2017-07-04 16:01:23
882045870035918850,25803,4108,9243705,147113,2017-07-04 01:18:17
881906580714921986,21497,2872,9243705,147113,2017-07-03 16:04:48
881666595344535552,44680,9004,9243705,147113,2017-07-03 00:11:11
881633300179243008,113,8,9243705,147113,2017-07-02 21:58:53
881536004380872706,43563,13483,9243705,147113,2017-07-02 15:32:16
881268444196462592,20541,4524,9243705,147113,2017-07-01 21:49:04
880935762899988482,15090,2350,9243705,147113,2017-06-30 23:47:07
880872448815771648,18763,3221,9243705,147113,2017-06-30 19:35:32
880465832366813184,25091,5249,9243705,147113,2017-06-29 16:39:47
880221127280381952,23751,3495,9243705,147113,2017-06-29 00:27:25
880095782870896641,24398,3675,9243705,147113,2017-06-28 16:09:20
879862464715927552,19766,2943,9243705,147113,2017-06-28 00:42:13
879674319642796034,282,9,9243705,147113,2017-06-27 12:14:36
879492040517615616,20761,2645,9243705,147113,2017-06-27 00:10:17
879415818425184262,93169,37651,9243705,147113,2017-06-26 19:07:24
879376492567855104,14901,2668,9243705,147113,2017-06-26 16:31:08
879130579576475649,0,5770,9243705,147113,2017-06-26 00:13:58
879050749262655488,19874,3978,9243705,147113,2017-06-25 18:56:45
879008229531029506,16824,2257,9243705,147113,2017-06-25 16:07:47
878776093423087618,17184,3462,9243705,147113,2017-06-25 00:45:22
878604707211726852,26510,5963,9243705,147113,2017-06-24 13:24:20
878404777348136964,0,1085,9243705,147113,2017-06-24 00:09:53
878316110768087041,0,5561,9243705,147113,2017-06-23 18:17:33
878281511006478336,6794,1085,9243706,147113,2017-06-23 16:00:04
878057613040115712,37252,5770,9243706,147113,2017-06-23 01:10:23
877736472329191424,69555,15898,9243706,147113,2017-06-22 03:54:17
877611172832227328,0,70,9243706,147113,2017-06-21 19:36:23
877556246731214848,19975,3191,9243706,147113,2017-06-21 15:58:08
877316821321428993,24231,4372,9243706,147113,2017-06-21 00:06:44
877201837425926144,23927,4662,9243706,147113,2017-06-20 16:29:50
876838120628539392,18270,2819,9243706,147113,2017-06-19 16:24:33
876537666061221889,21102,4005,9243706,147113,2017-06-18 20:30:39
876484053909872640,16607,2012,9243706,147113,2017-06-18 16:57:37
876120275196170240,24751,3925,9243706,147113,2017-06-17 16:52:05
875747767867523072,22181,3600,9243706,147113,2017-06-16 16:11:53
875144289856114688,19458,4176,9243706,147113,2017-06-15 00:13:52
875097192612077568,24320,5153,9243706,147113,2017-06-14 21:06:43
875021211251597312,22613,4005,9243706,147113,2017-06-14 16:04:48
874680097055178752,24675,3939,9243706,147113,2017-06-13 17:29:20
874434818259525634,0,12282,9243706,147113,2017-06-13 01:14:41
874296783580663808,23038,3504,9243706,147113,2017-06-12 16:06:11
874057562936811520,20179,3405,9243706,147113,2017-06-12 00:15:36
874012996292530176,30220,8630,9243706,147113,2017-06-11 21:18:31
873580283840344065,21459,3362,9243706,147113,2017-06-10 16:39:04
873337748698140672,0,1337,9244184,147117,2017-06-10 00:35:19
873213775632977920,6340,1337,9243706,147113,2017-06-09 16:22:42
872967104147763200,24167,4587,9243706,147113,2017-06-09 00:02:31
872820683541237760,13106,3184,9243706,147113,2017-06-08 14:20:41
872620804844003328,18373,3081,9243706,147113,2017-06-08 01:06:27
872486979161796608,36210,7758,9243706,147113,2017-06-07 16:14:40
872122724285648897,30325,6867,9243706,147113,2017-06-06 16:07:15
871879754684805121,33211,9293,9243706,147113,2017-06-06 00:01:46
871762521631449091,17947,2980,9243706,147113,2017-06-05 16:15:56
871515927908634625,17950,2965,9243706,147113,2017-06-04 23:56:03
871166179821445120,0,4919,9243706,147113,2017-06-04 00:46:17
871102520638267392,18610,4720,9243706,147113,2017-06-03 20:33:19
871032628920680449,20216,3248,9243706,147113,2017-06-03 15:55:36
870804317367881728,29883,5302,9243706,147113,2017-06-03 00:48:22
870726314365509632,106,3,9243706,147113,2017-06-02 19:38:25
870656317836468226,10921,2221,9243706,147113,2017-06-02 15:00:16
870374049280663552,74157,22909,9243706,147113,2017-06-01 20:18:38
870308999962521604,19549,3564,9243706,147113,2017-06-01 16:00:09
870063196459192321,32516,7113,9243706,147113,2017-05-31 23:43:25
869772420881756160,38119,8745,9243706,147113,2017-05-31 04:27:59
869702957897576449,25142,5414,9243706,147113,2017-05-30 23:51:58
869596645499047938,14247,2650,9243706,147113,2017-05-30 16:49:31
869227993411051520,18192,3216,9243706,147113,2017-05-29 16:24:37
868880397819494401,58188,12323,9243706,147113,2017-05-28 17:23:24
868639477480148993,0,1764,9243706,147113,2017-05-28 01:26:04
868622495443632128,23717,4511,9243706,147113,2017-05-28 00:18:35
868552278524837888,9007,1764,9243706,147113,2017-05-27 19:39:34
867900495410671616,21670,3595,9243706,147113,2017-05-26 00:29:37
867774946302451713,30370,6287,9243706,147113,2017-05-25 16:10:44
867421006826221569,14392,2123,9243706,147113,2017-05-24 16:44:18
867072653475098625,0,101,9243706,147113,2017-05-23 17:40:04
867051520902168576,28803,6823,9243706,147113,2017-05-23 16:16:06
866720684873056260,17932,4154,9243706,147113,2017-05-22 18:21:28
866686824827068416,17198,2982,9243706,147113,2017-05-22 16:06:55
866450705531457537,109219,30398,9243706,147113,2017-05-22 00:28:40
866334964761202691,46782,12282,9243706,147113,2017-05-21 16:48:45
866094527597207552,0,7200,9243706,147113,2017-05-21 00:53:21
865718153858494464,22998,4883,9243706,147113,2017-05-19 23:57:46
865359393868664832,23687,4320,9243706,147113,2017-05-19 00:12:11
865006731092295680,25135,6713,9243706,147113,2017-05-18 00:50:50
864873206498414592,28940,7533,9243706,147113,2017-05-17 16:00:15
864279568663928832,13115,2599,9243706,147113,2017-05-16 00:41:21
864197398364647424,26718,7624,9243706,147113,2017-05-15 19:14:50
863907417377173506,18492,3614,9243706,147113,2017-05-15 00:02:33
863553081350529029,13727,3650,9243706,147113,2017-05-14 00:34:33
863471782782697472,0,2104,9243706,147113,2017-05-13 19:11:30
863432100342583297,21377,4578,9243706,147113,2017-05-13 16:33:49
863427515083354112,1963,80,9243706,147113,2017-05-13 16:15:35
863079547188785154,7916,957,9243706,147113,2017-05-12 17:12:53
863062471531167744,7552,2104,9243706,147113,2017-05-12 16:05:02
862831371563274240,17256,4487,9243706,147113,2017-05-12 00:46:44
862722525377298433,15387,3109,9243706,147113,2017-05-11 17:34:13
862457590147678208,18332,4279,9243706,147113,2017-05-11 00:01:27
862096992088072192,66528,20121,9243706,147113,2017-05-10 00:08:34
861383897657036800,32397,9324,9243706,147113,2017-05-08 00:54:59
861288531465048066,15412,3608,9243706,147113,2017-05-07 18:36:02
861005113778896900,15049,3350,9243706,147113,2017-05-06 23:49:50
860981674716409858,0,1862,9243706,147113,2017-05-06 22:16:42
860924035999428608,0,681,9243706,147113,2017-05-06 18:27:40
860563773140209665,6746,1862,9243706,147113,2017-05-05 18:36:06
860524505164394496,21340,4636,9243706,147113,2017-05-05 16:00:04
860276583193509888,16631,3090,9243706,147113,2017-05-04 23:34:55
860184849394610176,15062,5154,9243706,147113,2017-05-04 17:30:24
860177593139703809,0,26936,9243706,147113,2017-05-04 17:01:34
859924526012018688,17701,3604,9243706,147113,2017-05-04 00:15:58
859851578198683649,14011,3087,9243706,147113,2017-05-03 19:26:06
859607811541651456,16892,1369,9243706,147113,2017-05-03 03:17:27
859196978902773760,80874,26453,9243706,147113,2017-05-02 00:04:57
859074603037188101,30542,12039,9243706,147113,2017-05-01 15:58:40
858860390427611136,0,7120,9243706,147113,2017-05-01 01:47:28
858843525470990336,14167,3041,9243706,147113,2017-05-01 00:40:27
858471635011153920,19559,4290,9243706,147113,2017-04-30 00:02:42
858107933456039936,14295,2549,9243706,147113,2017-04-28 23:57:28
857989990357356544,14548,2278,9243706,147113,2017-04-28 16:08:49
857746408056729600,30933,9405,9243706,147113,2017-04-28 00:00:54
857393404942143489,5322,1450,9243706,147113,2017-04-27 00:38:11
857263160327368704,18296,4006,9244184,147117,2017-04-26 16:00:39
857214891891077121,205,16,9243706,147113,2017-04-26 12:48:51
857062103051644929,0,149,9243706,147113,2017-04-26 02:41:43
857029823797047296,17110,3510,9243706,147113,2017-04-26 00:33:27
856543823941562368,14888,2563,9243706,147113,2017-04-24 16:22:16
856526610513747968,10855,1666,9243706,147113,2017-04-24 15:13:52
856288084350160898,491,15,9243706,147113,2017-04-23 23:26:03
856282028240666624,25345,5610,9243706,147113,2017-04-23 23:01:59
855862651834028034,304,22,9243706,147113,2017-04-22 19:15:32
855860136149123072,4428,857,9243706,147113,2017-04-22 19:05:32
855857698524602368,10883,1874,9243706,147113,2017-04-22 18:55:51
855851453814013952,42013,16269,9243706,147113,2017-04-22 18:31:02
855818117272018944,24354,4842,9243706,147113,2017-04-22 16:18:34
855459453768019968,27200,7343,9243706,147113,2017-04-21 16:33:22
855245323840757760,0,5301,9243706,147113,2017-04-21 02:22:29
855138241867124737,0,36,9244184,147117,2017-04-20 19:16:59
854732716440526848,20745,5395,9244184,147117,2017-04-19 16:25:34
854482394044301312,26704,6060,9243706,147113,2017-04-18 23:50:52
854365224396361728,17254,4189,9243706,147113,2017-04-18 16:05:17
854120357044912130,29338,6644,9243706,147113,2017-04-17 23:52:16
854010172552949760,14893,2817,9243706,147113,2017-04-17 16:34:26
853760880890318849,26165,5144,9243706,147113,2017-04-17 00:03:50
853639147608842240,31660,8935,9243706,147113,2017-04-16 16:00:07
853299958564483072,14218,3194,9243706,147113,2017-04-15 17:32:18
852936405516943360,0,1800,9243706,147113,2017-04-14 17:27:40
852912242202992640,8287,1614,9243706,147113,2017-04-14 15:51:39
852672615818899456,13702,1930,9243706,147113,2017-04-13 23:59:28
852553447878664193,14958,3140,9243706,147113,2017-04-13 16:05:56
852311364735569921,30459,8940,9243706,147113,2017-04-13 00:03:59
852226086759018497,18404,6128,9243706,147113,2017-04-12 18:25:07
852189679701164033,10601,1432,9243706,147113,2017-04-12 16:00:27
851591660324737024,15018,3144,9243706,147113,2017-04-11 00:24:08
851464819735769094,22355,6359,9243706,147113,2017-04-10 16:00:07
851224888060895234,19129,5208,9243707,147113,2017-04-10 00:06:42
850753642995093505,28271,8151,9243707,147113,2017-04-08 16:54:09
850380195714523136,12126,2348,9243707,147113,2017-04-07 16:10:12
850333567704068097,3204,302,9243707,147113,2017-04-07 13:04:55
850145622816686080,15105,3413,9243707,147113,2017-04-07 00:38:06
850019790995546112,18843,4408,9243707,147113,2017-04-06 16:18:05
849776966551130114,28035,6873,9243707,147113,2017-04-06 00:13:11
849668094696017920,0,4480,9243707,147113,2017-04-05 17:00:34
849412302885593088,14715,2858,9243707,147113,2017-04-05 00:04:08
849336543269576704,10603,1705,9243707,147113,2017-04-04 19:03:06
849051919805034497,39165,7683,9243707,147113,2017-04-04 00:12:06
848690551926992896,23359,3947,9243707,147113,2017-04-03 00:16:10
848324959059550208,22933,4185,9243707,147113,2017-04-02 00:03:26
848213670039564288,7560,650,9243707,147113,2017-04-01 16:41:12
848212111729840128,15091,2737,9243707,147113,2017-04-01 16:35:01
847978865427394560,0,2951,9243707,147113,2017-04-01 01:08:10
847971574464610304,0,398,9243707,147113,2017-04-01 00:39:12
847962785489326080,21818,4613,9243707,147113,2017-04-01 00:04:17
847842811428974592,5031,1198,9243707,147113,2017-03-31 16:07:33
847617282490613760,6491,377,9243707,147113,2017-03-31 01:11:22
847606175596138505,17412,3114,9243707,147113,2017-03-31 00:27:14
847251039262605312,19059,3951,9243707,147113,2017-03-30 00:56:03
847157206088847362,18451,5291,9243707,147113,2017-03-29 18:43:12
847116187444137987,19946,2898,9243707,147113,2017-03-29 16:00:12
846874817362120707,18713,3580,9243707,147113,2017-03-29 00:01:05
846514051647705089,41383,10458,9243707,147113,2017-03-28 00:07:32
846505985330044928,13132,2789,9243707,147113,2017-03-27 23:35:28
846153765933735936,29253,8232,9243707,147113,2017-03-27 00:15:53
846139713627017216,28927,9232,9243707,147113,2017-03-26 23:20:02
846042936437604353,14871,2605,9243707,147113,2017-03-26 16:55:29
845812042753855489,27157,7925,9243707,147113,2017-03-26 01:38:00
845677943972139009,23520,4414,9243707,147113,2017-03-25 16:45:08
845397057150107648,7115,1633,9243707,147113,2017-03-24 22:08:59
845306882940190720,21715,4901,9243707,147113,2017-03-24 16:10:40
845098359547420673,0,6999,9243707,147113,2017-03-24 02:22:04
844979544864018432,12738,2328,9243707,147113,2017-03-23 18:29:57
844973813909606400,13996,2879,9243707,147113,2017-03-23 18:07:10
844580511645339650,15350,2839,9243707,147113,2017-03-22 16:04:20
844223788422217728,12747,1998,9243707,147113,2017-03-21 16:26:50
843981021012017153,14185,2714,9243707,147113,2017-03-21 00:22:10
843856843873095681,20030,4197,9243707,147113,2017-03-20 16:08:44
843604394117681152,15779,2497,9243707,147113,2017-03-19 23:25:35
843235543001513987,20071,5464,9243707,147113,2017-03-18 22:59:54
842846295480000512,14290,3334,9243707,147113,2017-03-17 21:13:10
842765311967449089,6322,1181,9243707,147113,2017-03-17 15:51:22
842535590457499648,16990,3210,9243707,147113,2017-03-17 00:38:32
842163532590374912,22836,5301,9243707,147113,2017-03-16 00:00:07
842115215311396866,13072,2778,9243707,147113,2017-03-15 20:48:07
841833993020538882,0,13678,9243707,147113,2017-03-15 02:10:39
841680585030541313,24130,7207,9243707,147113,2017-03-14 16:01:03
841439858740625411,11799,3351,9243707,147113,2017-03-14 00:04:30
841320156043304961,18490,5064,9243707,147113,2017-03-13 16:08:50
841314665196081154,14810,4268,9243707,147113,2017-03-13 15:47:01
841077006473256960,21438,4919,9243707,147113,2017-03-13 00:02:39
840761248237133825,0,1628,9243707,147113,2017-03-12 03:07:56
840728873075638272,0,14715,9243707,147113,2017-03-12 00:59:17
840698636975636481,164,2,9243707,147113,2017-03-11 22:59:09
840696689258311684,11537,894,9243707,147113,2017-03-11 22:51:24
840632337062862849,8463,1628,9243707,147113,2017-03-11 18:35:42
840370681858686976,15395,4206,9243707,147113,2017-03-11 01:15:58
840268004936019968,17984,5265,9243707,147113,2017-03-10 18:27:58
839990271299457024,12584,2091,9243707,147113,2017-03-10 00:04:21
839549326359670784,25690,7120,9243707,147113,2017-03-08 18:52:12
839290600511926273,0,135,9243707,147113,2017-03-08 01:44:07
839239871831150596,25345,5979,9243707,147113,2017-03-07 22:22:32
838952994649550848,18440,3690,9243707,147113,2017-03-07 03:22:35
838921590096166913,10460,1870,9243707,147113,2017-03-07 01:17:48
838916489579200512,0,31,9243707,147113,2017-03-07 00:57:32
838831947270979586,0,10118,9243707,147113,2017-03-06 19:21:35
838561493054533637,10295,1238,9243707,147113,2017-03-06 01:26:54
838476387338051585,21082,4371,9243707,147113,2017-03-05 19:48:43
838201503651401729,0,9276,9244111,147113,2017-03-05 01:36:26
838150277551247360,1573,307,9243707,147113,2017-03-04 22:12:52
838085839343206401,134,1,9243707,147113,2017-03-04 17:56:49
838083903487373313,16545,2868,9243707,147113,2017-03-04 17:49:08
837820167694528512,31993,7200,9243707,147113,2017-03-04 00:21:08
837482249356513284,3627,409,9243707,147113,2017-03-03 01:58:22
837471256429613056,12032,2075,9243707,147113,2017-03-03 01:14:41
837110210464448512,15122,2189,9243707,147113,2017-03-02 01:20:01
836989968035819520,12007,2133,9243707,147113,2017-03-01 17:22:13
836753516572119041,18202,4293,9243707,147113,2017-03-01 01:42:39
836677758902222849,11888,2040,9243707,147113,2017-02-28 20:41:37
836648853927522308,0,510,9243707,147113,2017-02-28 18:46:45
836397794269200385,0,25266,9243707,147113,2017-02-28 02:09:08
836380477523124226,13967,2769,9243707,147113,2017-02-28 01:00:19
836260088725786625,20043,4009,9243707,147113,2017-02-27 17:01:56
836001077879255040,17980,3924,9243707,147113,2017-02-26 23:52:43
835685285446955009,0,7495,9243707,147113,2017-02-26 02:57:52
835574547218894849,16739,3328,9243707,147113,2017-02-25 19:37:50
835536468978302976,0,1556,9243707,147113,2017-02-25 17:06:32
835309094223372289,0,19304,9243707,147113,2017-02-25 02:03:02
835297930240217089,15502,2763,9243707,147113,2017-02-25 01:18:40
835264098648616962,7261,1556,9243707,147113,2017-02-24 23:04:14
835246439529840640,1999,64,9243707,147113,2017-02-24 21:54:03
835172783151792128,24679,5333,9243707,147113,2017-02-24 17:01:22
835152434251116546,21040,2782,9243707,147113,2017-02-24 15:40:31
834931633769889797,10149,1499,9243707,147113,2017-02-24 01:03:08
834786237630337024,20285,5146,9243707,147113,2017-02-23 15:25:23
834574053763584002,12872,2332,9243707,147113,2017-02-23 01:22:14
834477809192075265,0,9852,9243707,147113,2017-02-22 18:59:48
834458053273591808,9069,1560,9243707,147113,2017-02-22 17:41:18
834209720923721728,19349,4369,9243707,147113,2017-02-22 01:14:30
834167344700198914,14906,3389,9243707,147113,2017-02-21 22:26:07
834089966724603904,9493,1981,9243707,147113,2017-02-21 17:18:39
834086379323871233,12304,2053,9243707,147113,2017-02-21 17:04:24
833863086058651648,12688,2223,9243707,147113,2017-02-21 02:17:06
833826103416520705,17154,3505,9243707,147113,2017-02-20 23:50:09
833732339549220864,0,206,9243707,147113,2017-02-20 17:37:34
833722901757046785,19770,3018,9243707,147113,2017-02-20 17:00:04
833479644947025920,14064,1900,9243707,147113,2017-02-20 00:53:27
833124694597443584,19085,4480,9243707,147113,2017-02-19 01:23:00
832998151111966721,12494,2035,9243707,147113,2017-02-18 17:00:10
832769181346996225,0,38,9243707,147113,2017-02-18 01:50:19
832757312314028032,15918,3348,9243707,147113,2017-02-18 01:03:09
832682457690300417,11181,2683,9243707,147113,2017-02-17 20:05:43
832645525019123713,2757,486,9243707,147113,2017-02-17 17:38:57
832636094638288896,14974,2578,9243707,147113,2017-02-17 17:01:29
832397543355072512,11289,2047,9243707,147113,2017-02-17 01:13:34
832369877331693569,16146,2951,9243707,147113,2017-02-16 23:23:38
832273440279240704,10706,2162,9243707,147113,2017-02-16 17:00:25
832215909146226688,0,5769,9243707,147113,2017-02-16 13:11:49
832215726631055365,0,8640,9243707,147113,2017-02-16 13:11:05
832088576586297345,60,2,9243707,147113,2017-02-16 04:45:50
832040443403784192,0,8886,9243707,147113,2017-02-16 01:34:34
832032802820481025,16836,4340,9243707,147113,2017-02-16 01:04:13
831939777352105988,22570,5698,9243707,147113,2017-02-15 18:54:34
831926988323639298,320,34,9243707,147113,2017-02-15 18:03:45
831911600680497154,25952,6025,9243707,147113,2017-02-15 17:02:36
831670449226514432,9839,1700,9243707,147113,2017-02-15 01:04:21
831650051525054464,6718,1800,9243707,147113,2017-02-14 23:43:18
831552930092285952,8490,2177,9243707,147113,2017-02-14 17:17:22
831322785565769729,8793,1453,9243707,147113,2017-02-14 02:02:51
831315979191906304,6195,1043,9243707,147113,2017-02-14 01:35:49
831309418084069378,11140,2286,9243707,147113,2017-02-14 01:09:44
831262627380748289,11211,1906,9243707,147113,2017-02-13 22:03:49
830956169170665475,7546,1386,9243707,147113,2017-02-13 01:46:03
830583320585068544,62753,15524,9243707,147113,2017-02-12 01:04:29
830173239259324417,0,5282,9243707,147113,2017-02-10 21:54:58
830097400375152640,9217,2727,9243707,147113,2017-02-10 16:53:37
829878982036299777,0,4637,9243707,147113,2017-02-10 02:25:42
829861396166877184,11571,1804,9243707,147113,2017-02-10 01:15:49
829501995190984704,30009,9852,9243707,147113,2017-02-09 01:27:41
829449946868879360,9908,1869,9243707,147113,2017-02-08 22:00:52
829141528400556032,22995,6826,9243707,147113,2017-02-08 01:35:19
829011960981237760,50441,15248,9243707,147113,2017-02-07 17:00:28
828801551087042563,0,3192,9243707,147113,2017-02-07 03:04:22
828770345708580865,24186,5437,9243707,147113,2017-02-07 01:00:22
828708714936930305,34398,10411,9243707,147113,2017-02-06 20:55:28
828650029636317184,8990,1253,9243707,147113,2017-02-06 17:02:17
828409743546925057,6051,1090,9243707,147113,2017-02-06 01:07:28
828408677031882754,7279,1196,9243707,147113,2017-02-06 01:03:14
828381636999917570,11924,2072,9243707,147113,2017-02-05 23:15:47
828376505180889089,7007,997,9243707,147113,2017-02-05 22:55:23
828372645993398273,11916,2743,9243707,147113,2017-02-05 22:40:03
828361771580813312,2080,165,9243707,147113,2017-02-05 21:56:51
828046555563323392,11090,2670,9243707,147113,2017-02-05 01:04:17
828011680017821696,9811,2011,9243707,147113,2017-02-04 22:45:42
827933404142436356,18919,4865,9243707,147113,2017-02-04 17:34:40
827653905312006145,14649,2811,9243707,147113,2017-02-03 23:04:02
827600520311402496,7073,868,9243707,147113,2017-02-03 19:31:54
827324948884643840,15005,2822,9243707,147113,2017-02-03 01:16:53
827199976799354881,10034,2076,9243707,147113,2017-02-02 17:00:17
826958653328592898,20398,4637,9243707,147113,2017-02-02 01:01:21
826848821049180160,34177,9410,9243707,147113,2017-02-01 17:44:55
826615380357632002,0,3707,9243707,147113,2017-02-01 02:17:19
826598799820865537,4878,232,9243707,147113,2017-02-01 01:11:25
826598365270007810,9482,2189,9243707,147113,2017-02-01 01:09:42
826476773533745153,17417,3923,9243707,147113,2017-01-31 17:06:32
826240494070030336,12558,2435,9243707,147113,2017-01-31 01:27:39
826204788643753985,4612,861,9243707,147113,2017-01-30 23:05:46
826115272272650244,14788,2886,9243707,147113,2017-01-30 17:10:04
825876512159186944,9950,1743,9243707,147113,2017-01-30 01:21:19
825829644528148480,12061,2345,9243707,147113,2017-01-29 22:15:05
825535076884762624,54130,16480,9243707,147113,2017-01-29 02:44:34
825147591692263424,17327,4213,9243707,147113,2017-01-28 01:04:51
825120256414846976,0,1176,9243707,147113,2017-01-27 23:16:13
825026590719483904,5931,1176,9243707,147113,2017-01-27 17:04:02
824796380199809024,0,5138,9243707,147113,2017-01-27 01:49:15
824775126675836928,14112,3296,9243707,147113,2017-01-27 00:24:48
824663926340194305,9961,1655,9243707,147113,2017-01-26 17:02:56
824325613288833024,11218,9960,9243707,147113,2017-01-25 18:38:36
824297048279236611,14281,3596,9243707,147113,2017-01-25 16:45:05
824025158776213504,4588,563,9243707,147113,2017-01-24 22:44:42
823939628516474880,10092,2556,9243707,147113,2017-01-24 17:04:50
823719002937630720,0,10411,9243707,147113,2017-01-24 02:28:08
823699002998870016,13249,2349,9243707,147113,2017-01-24 01:08:40
823581115634085888,12304,2459,9243707,147113,2017-01-23 17:20:14
823333489516937216,661,21,9243707,147113,2017-01-23 00:56:15
823322678127919110,14874,3742,9243707,147113,2017-01-23 00:13:17
823269594223824897,0,9265,9243707,147113,2017-01-22 20:42:21
822975315408461824,16427,3216,9243707,147113,2017-01-22 01:12:59
822872901745569793,124526,40199,9243707,147113,2017-01-21 18:26:02
822859134160621569,12500,2124,9243707,147113,2017-01-21 17:31:20
822647212903690241,0,5986,9243707,147113,2017-01-21 03:29:14
822610361945911296,14018,2746,9243707,147113,2017-01-21 01:02:48
822489057087389700,17174,5986,9243707,147113,2017-01-20 17:00:46
822462944365645825,26400,13231,9243707,147113,2017-01-20 15:17:01
822244816520155136,33203,9265,9243707,147113,2017-01-20 00:50:15
822163064745328640,0,4423,9243707,147113,2017-01-19 19:25:24
821886076407029760,10711,2158,9243707,147113,2017-01-19 01:04:45
821813639212650496,0,3135,9243707,147113,2017-01-18 20:16:54
821765923262631936,7927,1562,9243707,147113,2017-01-18 17:07:18
821522889702862852,7600,1640,9243707,147113,2017-01-18 01:01:34
821421320206483457,0,5160,9243707,147113,2017-01-17 18:17:58
821407182352777218,11149,4021,9243707,147113,2017-01-17 17:21:47
821153421864615936,237,9,9243707,147113,2017-01-17 00:33:26
821149554670182400,8147,1834,9243707,147113,2017-01-17 00:18:04
821107785811234820,9093,1986,9243707,147113,2017-01-16 21:32:06
821044531881721856,11997,2136,9243707,147113,2017-01-16 17:20:45
820837357901512704,0,6277,9243707,147113,2017-01-16 03:37:31
820749716845686786,29944,9276,9243707,147113,2017-01-15 21:49:15
820690176645140481,11620,3018,9243707,147113,2017-01-15 17:52:40
820494788566847489,0,523,9243707,147113,2017-01-15 04:56:16
820446719150292993,0,2406,9243707,147113,2017-01-15 01:45:15
820314633777061888,3164,523,9243707,147113,2017-01-14 17:00:24
820078625395449857,18724,5844,9243707,147113,2017-01-14 01:22:35
820013781606658049,0,1087,9243707,147113,2017-01-13 21:04:55
819952236453363712,5037,1087,9243707,147113,2017-01-13 17:00:21
819924195358416896,12273,4564,9243707,147113,2017-01-13 15:08:56
819711362133872643,12665,2893,9243707,147113,2017-01-13 01:03:12
819588359383371776,9183,1874,9243707,147113,2017-01-12 16:54:26
819347104292290561,6861,1122,9243707,147113,2017-01-12 00:55:47
